count;frame;lane;on_the_fly;over;Veh_ TypeM;Vm;Veh_ Type1;Veh_RL;V1;Veh_ Type0;Veh_ Type2;Veh_ Type3;platoon;sum_ platoon;d0;d1;d2;d3;opening;s_x;s_y;distancexy;V2;V3;helmet;passenger;dif;ttc;ttcc
531;5238;0;1;0;0;78;1;1;76;1;1;1;0;0;30.7;91.3;22.3;0.6;22.3;1.8;7.7;7.9;70;80;1;0;2;6.45;6.45
532;5313;1;0;0;1;80;1;1;76;1;1;3;0;0;76.5;56.5;24.9;0.8;24.9;0.9;14.4;14.4;76;78;1;0;4;4.85;4.85
533;6288;1;0;1;1;79;4;1;53;1;1;1;0;0;41.7;6.8;1.3;1.5;2;1.2;3.6;3.8;67;78;1;0;26;0.338461538;0.338461538
534;6863;1;1;1;0;64;2;1;44;2;0;0;0;0;26.2;255;255;255;360.6;1.6;5.2;5.4;0;0;1;0;20;0.52;0.52
535;7326;0;1;1;0;62;2;1;52;0;1;1;1;2;255;57.8;22.3;1.4;22.3;2;3.6;4.2;59;62;1;0;10;0.92;0.92
536;7338;0;1;0;0;74;1;1;58;2;2;1;0;0;30.9;35.6;255;1.4;255;3.2;3.7;4.9;67;71;1;0;16;0.61875;0.61875
537;8701;0;0;1;1;93;1;0;68;0;1;1;0;0;255;52.2;24.5;255;256.2;0.8;7.1;7.2;54;79;1;0;25;0.488;0.488
538;11251;0;1;0;1;70;1;1;77;2;1;1;0;0;35.1;47;16.1;0.6;16.1;2.1;14.5;14.6;68;79;1;0;-7;-2.8;0
539;11626;1;0;1;0;79;2;1;61;2;1;1;0;0;39.7;32.1;0.9;2.1;2.3;1.1;4;4.1;75;77;1;0;18;0.505555556;0.505555556
540;11826;1;1;1;0;86;1;0;80;1;1;0;0;0;34;255;255;255;360.6;3.2;1.1;3.3;49;0;1;0;6;1.383333333;1.383333333
541;11951;1;1;0;0;64;1;0;80;0;0;1;0;0;255;255;6.8;2.8;7.4;14.1;2.5;14.3;0;54;1;0;-16;-1.20625;0
542;13451;1;1;0;0;78;1;0;96;1;2;1;0;0;14;42.4;23.4;0.8;23.4;3;0.8;3.1;57;77;1;0;-18;-0.45;0
543;13942;0;1;1;1;71;1;1;58;0;1;1;0;0;255;47.3;15.1;1.4;15.2;2.7;6.9;7.4;80;94;1;0;13;0.953846154;0.953846154
544;14067;1;0;0;0;70;3;1;69;0;1;1;0;0;255;41.7;21;1.4;21.1;0.3;13;13;90;85;1;0;1;18;18
545;14217;0;1;1;0;65;2;1;44;0;0;1;0;0;255;255;38.4;1.2;38.4;2.2;5.9;6.3;0;75;1;0;21;0.538095238;0.538095238
546;14317;0;1;1;1;73;1;1;62;0;1;0;0;0;255;255;255;255;360.6;3.4;1.3;3.7;61;0;1;0;11;0.790909091;0.790909091
547;14342;0;1;1;1;79;1;1;68;0;1;0;0;0;255;255;255;255;360.6;2.6;1.5;3;72;0;1;0;11;0.727272727;0.727272727
548;14499;1;1;0;0;85;1;0;72;0;2;1;0;0;255;107.6;47.2;1.1;47.2;1.8;10;10.2;71;68;1;0;13;1.169230769;1.169230769
549;14722;0;0;1;0;90;1;1;65;1;2;1;0;0;6.5;24;2.4;0.9;2.6;1.8;1;2.1;82;71;1;0;25;0.284;0.284
550;14821;0;0;0;1;72;1;0;71;1;2;1;0;0;48.7;31.8;7.3;1.4;7.4;1.4;6.5;6.6;75;72;1;0;1;11.6;11.6
551;15371;0;1;1;1;74;1;1;60;4;0;1;0;0;80.1;255;28.6;1.6;28.6;2.3;2.6;3.4;0;73;1;0;14;0.6;0.6
552;16837;1;1;1;0;108;1;0;71;0;0;0;0;0;255;255;255;255;360.6;2;6.5;6.8;0;0;1;0;37;0.318918919;0.318918919
553;16962;0;1;1;1;104;2;1;81;1;0;0;1;2;19.1;255;255;255;360.6;1.9;4.8;5.2;0;0;1;0;23;0.443478261;0.443478261
554;17187;1;0;1;0;60;2;1;52;4;1;1;0;0;39.4;63.5;20.5;2.2;20.7;1;3.9;4;63;82;1;0;8;1.125;1.125
555;17296;1;0;1;0;82;4;1;60;1;1;1;0;0;56.4;34;13.6;0.7;13.6;1.6;3.6;3.9;60;68;1;0;22;0.404545455;0.404545455
556;17621;0;0;1;0;77;1;0;63;0;0;1;0;0;255;255;0.1;1.7;1.7;1.5;0.7;1.6;0;70;1;0;14;0.471428571;0.471428571
557;19671;0;1;1;1;95;1;0;68;0;0;0;0;0;255;255;255;255;360.6;1.9;10.1;10.3;0;0;1;0;27;0.566666667;0.566666667
558;20121;1;1;1;0;69;2;1;59;2;2;1;1;2;18.4;13.6;2.6;2.7;3.8;1.3;0.4;1.4;77;83;1;0;10;0.64;0.64
559;20161;0;1;1;0;95;2;1;61;4;4;2;0;0;68.9;82.4;15.8;2.4;16;2.8;1.8;3.3;71;76;1;0;34;0.244117647;0.244117647
560;20286;1;0;0;1;65;4;1;62;0;1;4;0;0;255;24.9;7.9;0.2;7.9;0.8;12.4;12.4;70;76;1;0;3;5.8;5.8
561;20287;1;0;1;0;68;2;1;46;1;1;1;0;0;39.8;63.8;53.7;1.6;53.7;1;3.5;3.6;75;70;1;0;22;0.390909091;0.390909091
562;20374;1;1;1;0;74;1;1;63;2;1;1;0;0;47.8;33.7;255;1.6;255;1.4;3.8;4;63;66;1;0;11;0.818181818;0.818181818
563;20499;1;1;1;0;86;1;0;70;1;1;1;0;0;6.9;65.9;31.7;0.8;31.7;2.1;1.7;2.6;58;63;0;0;16;0.475;0.475
564;22224;0;0;1;1;96;1;0;85;0;1;0;0;0;255;255;255;255;360.6;0.8;11.1;11.1;77;0;1;0;11;1.463636364;1.463636364
565;22335;0;1;1;1;74;2;1;64;2;0;0;0;0;31;255;255;255;360.6;2.6;1.1;2.8;0;0;1;0;10;0.78;0.78
566;22835;1;1;1;1;128;1;0;74;0;0;2;0;0;255;255;3.5;1.7;3.9;1.7;1.9;2.5;87;0;1;0;54;0.138888889;0.138888889
567;23274;0;1;1;1;90;1;1;75;2;2;1;0;0;27.5;102;34;1;34;2.2;12.1;12.3;83;97;1;1;15;1.153333333;1.153333333
568;23361;0;1;1;0;100;2;1;62;0;1;3;0;0;255;71.5;26;2.6;26.1;3.3;3.4;4.7;70;90;1;0;38;0.255263158;0.255263158
569;23611;1;0;1;0;80;1;1;66;1;1;1;0;0;61.7;26.7;10.2;0.8;10.2;1.5;5.7;5.9;62;68;1;0;14;0.778571429;0.778571429
570;23686;0;0;1;0;88;1;0;68;1;1;1;0;0;32.6;31.5;17;255;255.6;1;5.8;5.8;66;63;1;0;20;0.54;0.54
571;24361;1;0;0;1;69;1;1;60;1;3;1;0;0;43.7;23.8;255;1.3;255;1.4;3.8;4;78;68;1;0;9;1;1
572;25786;1;0;1;1;80;2;1;68;1;1;1;0;0;30.7;22.9;0.2;2.6;2.6;1.5;2.8;3.2;51;59;1;0;12;0.683333333;0.683333333
573;25836;1;0;0;0;68;1;1;58;1;1;4;0;0;56.6;30.4;11.5;1.1;11.6;13.9;0.1;13.9;59;67;0;0;10;1.89;1.89
574;25899;0;0;1;1;80;1;0;65;2;1;2;1;3;25.3;21.2;2.2;1.6;2.7;1.4;7.6;7.8;54;77;1;0;15;0.853333333;0.853333333
575;26129;1;0;0;0;57;1;1;56;4;1;2;1;2;49.9;39.6;28.8;0.5;28.8;0.5;12.6;12.6;72;69;1;2;1;17.6;17.6
576;27129;1;1;1;0;73;2;1;54;1;1;1;0;0;41.6;46.3;33.2;3;33.3;0.8;11.4;11.4;81;83;1;0;19;0.863157895;0.863157895
577;29079;1;1;1;1;84;1;0;70;2;1;1;0;0;42.9;59;30.2;2.1;30.3;2.6;4.5;5.2;70;98;1;0;14;0.728571429;0.728571429
578;29194;0;1;0;1;83;1;1;75;1;1;1;0;0;18.2;80.4;33.9;0.7;33.9;2.5;8.6;8.9;67;90;1;0;8;1.7375;1.7375
579;29794;1;0;1;1;81;1;1;57;2;1;1;0;0;15.2;63.5;0.5;1.7;1.8;1.3;8.7;8.8;70;83;1;0;24;0.575;0.575
580;29794;1;0;0;0;66;1;1;57;2;1;1;1;2;15.2;63.5;0.5;1.7;1.8;2.5;12.4;12.6;70;83;1;0;9;1.955555556;1.955555556
582;29944;0;1;0;0;63;4;1;61;2;1;1;0;0;14.3;68.1;15.5;1.3;15.5;2.3;10.1;10.4;61;79;1;0;2;7.7;7.7
583;30244;1;1;1;0;103;1;0;60;0;0;1;0;0;255;255;19.7;255;255.8;2.9;2.7;3.9;0;62;1;0;43;0.206976744;0.206976744
584;30267;1;1;1;0;110;1;0;64;1;0;1;0;0;18.9;;36.7;255;257.6;3;2.9;4.2;0;67;1;0;46;0.2;0.2
585;955;0;1;1;1;94;4;1;44;1;0;0;0;0;20.1;255;255;255;360.6;3.1;9.4;9.9;0;0;1;0;50;0.298;0.298
586;1301;1;0;0;0;67;2;1;64;2;1;1;0;0;22.9;67.9;39.9;2.5;40;0.4;9.3;9.3;68;79;1;0;3;4.766666667;4.766666667
587;1466;1;0;0;0;59;2;1;56;1;1;1;0;0;19.8;48.2;29.2;1.9;29.2;0.5;11.1;11.1;80;82;1;1;3;5.366666667;5.366666667
588;1891;0;0;1;0;70;1;0;64;1;1;2;0;0;12.9;42.7;30.3;2.7;30.4;1;2.8;2.9;48;55;1;0;6;1.316666667;1.316666667
589;3691;0;1;0;0;80;1;1;65;0;0;1;0;0;255;255;32.1;1.4;32.2;3;14.3;14.6;0;78;1;0;15;1.306666667;1.306666667
590;3991;0;1;1;1;95;1;1;66;1;1;1;0;0;50.7;85.3;19.2;1.8;19.3;2.5;4.1;4.8;53;71;1;0;29;0.337931034;0.337931034
591;4166;1;0;0;0;80;1;1;85;2;1;1;0;0;78.9;110;35.2;0.8;35.2;1.1;12.9;12.9;83;69;1;0;-5;-3.58;0
592;4341;1;1;0;0;84;1;0;81;1;1;0;0;0;87.6;255;255;255;360.6;2;14.9;15;49;0;1;0;3;6.666666667;6.666666667
593;4416;1;0;1;0;73;1;1;51;2;1;1;1;2;57.4;37.9;8.1;1.4;8.2;1.2;8.5;8.6;56;75;1;0;22;0.618181818;0.618181818
594;4691;0;0;0;1;85;1;0;75;1;1;1;0;0;70.1;35.2;16;0.5;16;0.8;10.4;10.4;67;68;1;0;10;1.54;1.54
595;4769;0;1;1;1;68;1;1;48;0;1;1;0;0;255;61.7;9.4;1.4;9.5;2.3;2.6;3.5;63;77;1;0;20;0.425;0.425
596;7069;0;1;1;1;123;1;1;75;0;1;0;0;0;255;255;255;255;360.6;2.7;1.4;3;75;0;1;0;48;0.166666667;0.166666667
597;7269;0;1;1;0;74;2;1;61;0;1;1;0;0;255;70.4;28.3;1.2;28.4;1.5;2.6;3;57;74;1;0;13;0.615384615;0.615384615
598;7944;1;0;0;0;54;2;1;42;1;1;1;0;0;44.5;3.8;255;2.5;255;0.6;5.5;5.5;74;64;1;0;12;0.875;0.875
599;8004;1;0;1;0;55;2;1;48;1;1;1;0;0;39.7;23.9;10.1;0.7;10.1;1.3;0.1;1.3;65;79;1;0;7;0.9;0.9
600;9560;1;1;1;1;91;1;0;72;2;0;0;0;0;10.6;255;255;255;360.6;3.4;4.4;5.5;0;0;1;0;19;0.552631579;0.552631579
601;9585;0;0;0;0;81;1;0;72;1;2;3;0;0;70.8;86.3;2;2.1;2.9;1;10.6;10.6;71;91;0;0;9;1.733333333;1.733333333
602;10060;0;1;1;0;74;1;1;61;2;1;3;0;0;15.7;95.6;62;1.7;62.1;1.4;2.2;2.6;85;79;1;0;13;0.584615385;0.584615385
603;10185;0;1;1;0;71;2;1;67;1;2;2;0;0;31;60.7;22;255;255.9;1.1;2.1;2.4;74;69;1;0;4;1.85;1.85
604;10660;0;0;1;1;78;4;1;80;2;0;1;1;3;14;255;25;0.4;25;2.9;3;4.2;0;76;1;0;-2;-4.6;0
605;10935;1;0;0;0;82;1;0;77;1;0;1;0;0;42.9;255;5;1.1;5.1;1.7;3.7;4;0;74;1;0;5;1.8;1.8
606;11160;0;0;0;0;70;1;1;66;2;1;1;0;0;28.4;37.1;13.9;255;255.4;1.8;6.7;6.9;64;70;1;0;4;2.975;2.975
607;11210;1;0;0;0;55;2;1;42;1;1;1;0;0;32.2;64.3;1.4;3.3;3.6;0.8;13.4;13.5;62;65;1;0;13;1.423076923;1.423076923
608;12641;0;1;0;0;64;1;1;57;1;1;1;0;0;14.3;47.7;20;1.2;20;2.1;6.1;6.4;66;84;1;0;7;1.628571429;1.628571429
609;12791;1;1;1;1;108;1;0;62;0;0;3;0;0;255;255;32.2;1.4;32.2;3.3;6.6;7.4;0;0;1;0;46;0.269565217;0.269565217
610;13041;0;0;0;1;90;3;0;84;0;1;0;0;0;255;255;255;255;360.6;0.5;14.7;14.7;55;0;1;0;6;3.283333333;3.283333333
611;13616;1;0;0;0;63;1;1;62;1;1;1;0;0;64;31.7;1.1;1.6;2;1.4;14.6;14.6;70;68;1;0;1;19.6;19.6
612;13778;1;0;1;0;71;2;1;55;2;1;1;0;0;51.1;23.5;5.8;1.9;6.1;1.4;1.5;2.1;71;74;1;0;16;0.44375;0.44375
613;14053;0;1;1;0;70;1;1;46;1;0;1;0;0;19.9;255;67.6;255;263.8;2.7;3.4;4.3;0;59.9;1;0;24;0.3875;0.3875
614;14519;1;0;0;0;94;1;1;86;0;0;1;0;0;255;255;255;1.6;255;0.4;14.8;14.8;0;77;0;0;8;2.475;2.475
615;16094;0;1;1;0;63;1;1;60;0;0;0;1;2;255;255;255;255;360.6;1.9;2.8;3.4;0;0;1;0;3;2.8;2.8
616;16244;1;0;1;0;89;2;1;48;0;1;2;0;0;255;89.6;72.2;3.9;72.3;1.7;11.6;11.7;75;66;1;0;41;0.407317073;0.407317073
617;16451;1;1;1;1;89;1;0;66;0;0;1;0;0;255;255;11.6;255;255.3;2.6;3;4;0;69;1;0;23;0.391304348;0.391304348
618;16501;1;1;0;0;74;1;0;77;1;3;1;0;0;13.7;71.2;28.2;255;256.6;3.2;3.9;5.1;89;80;0;0;-3;-3.366666667;0
619;19026;1;1;0;1;82;1;0;74;0;0;2;0;0;255;255;18.8;1.3;18.8;1.6;14.4;14.5;0;91.2;1;0;8;2.4375;2.4375
620;19532;1;1;0;1;77;1;0;65;1;2;1;1;2;63.3;37.5;9.8;1.3;9.9;2.3;8.7;8.9;58;64;1;0;12;1.158333333;1.158333333
621;19827;1;1;0;0;63;1;0;61;2;2;1;0;0;21.9;65.6;26.1;255;256.3;2.4;6.4;6.8;62;70;0;0;2;5.9;5.9
622;19827;0;1;0;0;79;2;1;67;2;1;1;1;2;24.1;49.3;7.3;1.7;7.5;1.6;11.8;11.9;76;72;1;0;12;1.408333333;1.408333333
623;21977;0;1;1;0;93;1;1;70;0;0;0;0;0;255;255;255;255;360.6;2.1;6.5;6.8;0;0;1;0;23;0.513043478;0.513043478
624;22204;0;1;0;1;79;2;1;78;2;1;1;0;0;45.5;86;27.3;1.9;27.4;1.3;14.7;14.7;81;80;1;0;1;19.7;19.7
625;22924;1;0;1;0;76;1;1;64;0;1;1;0;0;255;35.4;0.5;1.7;1.8;1.5;2.6;3;76;75;1;0;12;0.666666667;0.666666667
626;23343;1;1;0;1;67;1;0;61;1;4;1;0;0;20.9;76.8;12.1;1.1;12.1;2.5;7.5;7.9;53;65;1;0;6;2.15;2.15
627;23506;0;1;1;0;79;4;1;59;0;0;1;0;0;255;255;25.7;255;256.3;2.5;4.6;5.3;0;54;1;0;20;0.515;0.515
628;24681;0;1;1;0;58;1;1;51;2;0;2;0;0;20.3;255;32.9;1.4;32.9;1.9;2.9;3.5;0;76;1;0;7;1.214285714;1.214285714
629;24768;0;1;1;0;61;2;1;59;1;0;1;0;0;27.3;255;23.5;255;256.1;2;3.7;4.2;0;51;1;0;2;4.6;4.6
630;25373;0;1;1;0;82;2;1;57;2;1;1;0;0;18.6;49;1;2.3;2.5;1.5;1.2;1.9;66;86;1;0;25;0.276;0.276
631;25473;1;1;1;0;87;1;0;72;1;2;1;0;0;19.7;55.2;37;56.8;67.8;2.7;1.3;2.9;37;72;1;0;15;0.526666667;0.526666667
632;28042;0;1;0;0;95;3;1;87;2;0;1;0;0;61.4;255;59.8;2.1;59.8;2.1;7.3;7.6;0;98;1;0;8;1.575;1.575
633;28201;1;1;0;0;83;1;0;80;1;1;1;0;0;70.7;98.8;27;1.1;27;1.8;10;10.2;72;75;1;0;3;5.066666667;5.066666667
634;28251;0;0;1;1;78;1;0;63;1;0;1;0;0;26.3;255;9.5;1.7;9.7;1.9;8.5;8.7;0;81;1;0;15;0.913333333;0.913333333
635;28276;0;0;1;0;86;1;0;64;1;0;3;0;0;35.9;255;18.4;1;18.4;1.6;4.2;4.5;0;78;1;0;22;0.431818182;0.431818182
636;28509;0;1;1;1;93;2;1;41;0;1;2;0;0;255;80.9;72.3;3;72.4;1.8;7.2;7.4;64;73;1;0;52;0.238461538;0.238461538
637;29034;1;1;1;0;66;1;0;60;1;1;1;0;0;16.6;80.3;15.9;255;255.5;3;2.1;3.7;75;61;1;0;6;1.45;1.45
638;31034;0;1;1;0;78;1;1;59;2;0;0;0;0;46.9;255;255;255;360.6;2.3;5.1;5.6;0;0;0;0;19;0.557894737;0.557894737
639;31134;1;1;1;0;64;1;0;60;2;3;2;0;0;14;109.4;48;2.1;48;2.6;4.4;5.2;51;83;1;0;4;2.55;2.55
640;31234;0;0;1;1;102;1;0;59;1;2;2;0;0;58.2;57.2;23.6;1.9;23.7;1.2;8.4;8.4;62;64;1;0;43;0.311627907;0.311627907
641;31584;0;0;1;1;86;2;1;48;2;1;1;0;0;18.9;37.4;34.7;3;34.8;1.4;2;2.4;77;76;1;0;38;0.194736842;0.194736842
642;31713;1;1;0;0;64;1;0;75;1;1;2;0;0;35.3;25.3;255;2.6;255;3.2;13;13.3;78;45;1;0;-11;-1.663636364;0
643;931;1;1;1;0;87;1;0;67;1;0;0;0;0;17.8;255;255;255;360.6;2.3;3.9;4.5;0;0;1;1;20;0.475;0.475
644;1031;1;1;1;1;90;1;0;71;2;2;1;0;0;29.7;42.4;22.5;255;256;2.8;2.3;3.6;78;74;1;0;19;0.452631579;0.452631579
645;1113;1;0;0;0;80;1;0;76;2;1;3;1;2;24.7;98.7;10.9;2.1;11.1;1.9;9;9.2;62;98;1;0;4;3.55;3.55
646;2938;1;1;1;1;87;1;0;63;0;0;0;0;0;255;255;255;255;360.6;2.5;5.1;5.7;0;0;1;0;24;0.445833333;0.445833333
647;3203;1;1;1;1;69;1;0;62;1;2;1;0;0;17.8;75.4;38.1;255;257.8;2;1.2;2.3;72;70;1;0;7;1.042857143;1.042857143
648;3303;1;1;1;0;74;1;0;64;0;4;3;0;0;255;75;34.6;1.6;34.7;2.9;0.7;3;58;86;1;0;10;0.8;0.8
649;3612;0;0;1;0;110;4;1;60;1;2;0;0;0;28.6;255;255;255;360.6;3.3;3.1;4.6;75;0;1;0;50;0.192;0.192
650;4167;1;0;0;0;74;1;0;68;1;0;1;0;0;21.8;255;42.7;1.2;42.7;2.5;0.8;2.7;0;71;1;0;6;1.283333333;1.283333333
651;4568;1;0;0;0;56;2;1;46;1;1;1;0;0;85.1;22.3;10.3;2.8;10.6;1.6;3.4;3.7;90;75;1;0;10;0.87;0.87
652;4878;1;0;1;0;80;1;1;70;0;2;4;0;0;255;98.8;67.7;0.3;67.7;1.1;3.7;3.9;78;73;1;0;10;0.89;0.89
653;6578;1;0;1;0;90;2;1;61;2;1;1;0;0;25;22.1;3.3;2.6;4.2;1.5;3.4;3.8;58;62;1;0;29;0.303448276;0.303448276
654;6612;0;0;1;1;95;1;0;61;1;1;2;0;0;19.6;46;16.7;3;17;1.7;9;9.2;56;62;1;0;34;0.417647059;0.417647059
655;6691;1;0;1;1;103;2;1;60;1;1;1;0;0;50.3;26.6;9;2.1;9.3;1.5;3.4;3.7;69;68;1;0;43;0.202325581;0.202325581
656;6816;1;0;0;0;64;1;1;63;1;1;1;0;0;18.9;20.7;3.2;1.6;3.6;0.8;5.2;5.2;77;81;1;0;1;10.2;10.2
658;9324;0;1;1;0;77;2;1;65;1;1;1;0;0;20.4;32.7;12.3;2.1;12.4;2.7;0.8;2.8;71;77;0;0;12;0.65;0.65
659;9374;1;0;1;1;90;1;1;56;0;0;1;0;0;255;255;6.3;1;6.4;1.5;12.1;12.2;0;71;0;0;34;0.505882353;0.505882353
660;9449;0;1;1;0;85;1;1;59;2;0;1;0;0;8.5;255;40.9;1.5;40.9;3.1;8.9;9.4;0;90;1;0;26;0.553846154;0.553846154
661;9549;1;0;0;0;70;1;1;71;1;1;0;0;0;27.2;255;255;255;360.6;0.7;9.4;9.4;74;0;1;0;-1;-14.4;0
662;9549;0;1;1;0;71;4;1;57;2;0;1;1;2;16.2;66.5;13;1.2;13;2.6;1.5;3;87;73;1;0;14;0.571428571;0.571428571
663;9624;0;1;1;0;83;2;1;56;1;1;2;0;0;14.8;68.3;30.3;2.2;30.4;3.4;5.5;6.5;75;77;1;0;27;0.425925926;0.425925926
664;10080;0;0;1;1;80;1;1;66;1;1;1;0;0;34.1;30.7;10.8;1.2;10.9;2.1;3.9;4.4;69;77;1;0;14;0.671428571;0.671428571
665;10155;0;0;0;0;83;1;0;73;1;2;1;0;0;56.3;32.2;9.9;1.2;10;1.3;5.3;5.5;81;71;0;2;10;1.05;1.05
666;12280;0;1;1;0;106;1;1;76;0;0;0;0;0;255;255;255;255;360.6;3.3;8.8;9.4;0;0;1;0;30;0.48;0.48
667;12579;0;1;1;0;95;2;1;70;1;4;0;0;0;15.8;255;255;255;360.6;1.8;7.3;7.5;70;0;1;0;25;0.5;0.5
668;12666;1;1;0;1;75;4;0;70;1;2;1;1;2;63.2;81.4;6.7;1.2;6.8;1.8;1.6;2.4;58;62;1;0;5;1.48;1.48
669;12935;0;1;0;1;80;1;0;64;1;2;4;1;2;12.6;57.5;2.8;1;3;2.1;12.3;12.5;82;80;1;0;16;1.09375;1.09375
670;13868;1;0;0;1;78;1;1;68;1;1;1;0;0;60.5;100.2;4.5;1.4;4.7;1.7;7.7;7.8;59;83;1;0;10;1.28;1.28
671;15361;0;1;1;0;78;1;1;53;2;1;1;0;0;6.8;32.5;10;1.5;10.1;2.5;3.1;4;61;76;1;0;25;0.36;0.36
672;15361;1;0;0;0;55;1;1;53;2;1;1;0;0;22;32.5;10;1.5;10.1;6.9;0.4;6.9;61;76;0;0;2;5.95;5.95
673;15361;1;0;0;0;63;2;0;55;2;1;2;1;3;19.3;17.8;7.5;2.2;7.8;1.8;6.8;7;73;99;0;0;8;1.5;1.5
674;15411;0;0;1;0;72;1;0;62;0;0;2;0;0;255;255;13.3;3.1;13.6;2.2;3.9;4.5;0;53;1;0;10;0.95;0.95
675;15961;1;0;1;0;79;4;1;66;1;1;1;1;2;43.7;77.3;44.4;0.5;44.4;2;3.7;4.2;59;80;1;0;13;0.707692308;0.707692308
676;16239;1;1;0;0;76;1;0;71;2;0;1;0;0;9.3;255;49.3;1.3;49.3;2.4;4.2;4.8;0;58;1;0;5;1.96;1.96
677;18239;1;1;1;0;107;1;0;74;0;0;0;0;0;255;255;255;255;360.6;2.2;5.2;5.6;0;0;1;0;33;0.321212121;0.321212121
678;19064;1;0;1;1;69;1;1;53;1;1;2;0;0;23.4;13.6;0.6;1.8;1.9;0.9;1.5;1.7;56;68;1;0;16;0.41875;0.41875
679;21030;1;1;0;0;69;1;0;65;1;0;1;0;0;60.2;255;0.8;1.7;1.9;3.1;12.4;12.8;0;71;1;0;4;4.45;4.45
680;21530;0;0;1;0;93;1;1;79;0;1;1;0;0;255;64.6;36;0.1;36;1.2;4.9;5.1;72;85;1;0;14;0.721428571;0.721428571
681;22230;0;1;1;0;75;1;1;55;1;0;1;0;0;14.3;255;3.2;0.9;3.3;1.7;2.1;2.7;0;69;1;0;20;0.385;0.385
682;22796;0;0;1;0;75;1;1;64;0;1;1;0;0;255;29.4;8.9;1.4;9;2.2;1.4;2.6;71;74;0;0;11;0.690909091;0.690909091
683;24171;1;1;1;1;87;1;0;67;1;0;0;0;0;41.4;255;255;255;360.6;2.8;1.4;3.1;0;0;1;0;20;0.405;0.405
684;24494;0;1;1;1;77;4;0;56;0;2;3;0;0;255;82.7;32.3;0.5;32.3;2.6;5.5;6.1;80;84;1;0;21;0.528571429;0.528571429
685;24857;1;0;0;1;92;3;1;93;1;1;4;1;2;51.3;25.5;0.7;2.2;2.3;1.4;12;12;70;83;0;0;-1;-17;0
686;25173;0;1;0;1;82;1;1;69;0;0;1;0;0;255;255;31.4;0.9;31.4;2.5;12.4;12.6;0;76;1;0;13;1.353846154;1.353846154
687;25457;1;0;0;0;55;4;1;50;1;0;1;0;0;32.8;255;0.7;1.6;1.7;14.2;0.5;14.2;0;75;1;0;5;3.84;3.84
688;25707;0;1;1;1;81;4;1;54;0;4;1;0;0;255;59.7;1.6;1.6;2.3;1.9;2.9;3.5;62;76;1;0;27;0.314814815;0.314814815
689;27432;0;1;1;0;79;1;1;61;0;1;2;0;0;255;92.9;45.1;1.8;45.1;2.6;4.4;5.1;82;88;1;0;18;0.561111111;0.561111111
690;27557;1;1;1;1;103;1;0;83;0;0;0;0;0;255;255;255;255;360.6;3.1;3.6;4.7;0;0;1;0;20;0.485;0.485
691;27660;1;0;1;0;99;2;1;69;1;1;1;0;0;27.7;35.1;19;2.1;19.1;1.5;4.7;5;85;96;1;0;30;0.333333333;0.333333333
692;28060;0;1;1;1;79;3;1;73;1;1;1;0;0;23.9;52.8;15.7;1.9;15.8;3;2.9;4.1;68;91;1;0;6;1.516666667;1.516666667
693;29935;1;1;1;1;85;1;0;62;1;0;0;0;0;28.6;255;255;255;360.6;2.7;3;4;0;0;1;0;23;0.391304348;0.391304348
694;29935;0;0;1;0;72;1;0;58;0;1;1;0;0;255;64.9;25.7;1.8;25.7;1.2;3;3.3;61;85;1;0;14;0.592857143;0.592857143
695;575;1;1;0;0;87;1;0;80;1;0;2;0;0;19.1;255;2.1;1.6;2.6;2;2.3;3.1;0;87;1;0;7;1.157142857;1.157142857
696;850;1;1;0;0;78;1;0;76;1;4;1;0;0;29.8;43.3;9.7;1.7;9.9;2.1;1.4;2.5;57;68;1;0;2;3.75;3.75
697;1000;1;0;1;0;79;1;1;59;1;3;1;0;0;62.5;33.3;3;1.4;3.3;2.4;3;3.9;73;73;0;0;20;0.445;0.445
698;1050;1;0;0;1;75;1;1;59;1;1;1;0;0;62.5;70.7;12.3;1;12.3;1.7;14.6;14.7;57;73;1;0;16;1.23125;1.23125
699;2000;0;1;1;1;87;1;1;63;1;0;1;0;0;5.1;255;3.2;1.4;3.5;1.8;3.7;4.1;0;71;1;0;24;0.379166667;0.379166667
700;2950;1;1;0;1;68;1;0;64;1;1;1;1;4;25.2;93.2;29.4;1.6;29.5;3.3;2.5;4.1;67;65;1;0;4;2.275;2.275
701;3350;0;1;1;1;106;4;1;66;0;0;0;0;0;255;255;255;255;360.6;3;5.3;6.1;0;0;1;0;40;0.2775;0.2775
702;3600;0;0;1;0;96;1;0;88;1;2;3;0;0;55.5;62.8;24.2;2.1;24.3;2.3;2.6;3.4;49;55;1;0;8;1.05;1.05
703;3975;1;0;1;1;80;1;1;61;1;1;1;0;0;68.2;85.1;2.1;1.5;2.6;1.4;5.8;5.9;62;79;1;0;19;0.573684211;0.573684211
704;4125;0;0;1;1;98;1;0;63;1;1;1;0;0;35.1;48.2;22.1;255;256;1.3;5.8;6;60;65;1;0;35;0.314285714;0.314285714
705;4200;0;0;1;0;86;1;0;71;1;1;1;0;0;36.4;48.1;21.5;255;255.9;0.9;12.8;12.8;65;64;1;0;15;1.186666667;1.186666667
706;5950;1;1;1;0;73;2;1;63;0;0;1;1;2;255;255;36.1;3.1;36.2;1.6;3;3.4;0;105;1;0;10;0.84;0.84
